id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1381625602676027396,BewustBlond,,Een pad ontstaat door er op te lopen....,2018-10-14 18:42:09,2,39,234,False,2021-04-12 15:09:47,Man dies shortly after #Pfizer vaccin. #COVID19 #PfizerBiontech #vaccin #Netherlands #coronavaccin https://t.co/aXDV7lw5OZ,"['Pfizer', 'COVID19', 'PfizerBiontech', 'vaccin', 'Netherlands', 'coronavaccin']",Twitter for iPhone,0,1,False
1350392244549783554,The World Reviews,,"Reviewing about the world and its happening daily. Follow us, share and spread the word. https://t.co/BIJFCNPEZZ",2020-01-30 10:35:51,680,3907,752,False,2021-01-16 10:39:34,"At least six #EU nations call the delayed delivery of #PfizerVaccine as “unacceptable”. 
Many bloc members are rece… https://t.co/Gjy358oRIN","['EU', 'PfizerVaccine']",Twitter for iPhone,0,0,False
1341633827974877186,Khaleej Times,United Arab Emirates,"The official Twitter feed of Khaleej Times, the UAE's first and leading English daily
https://t.co/OaJ0rBBfak",2009-01-11 07:56:56,601930,1161,531,True,2020-12-23 06:36:45,"How long does immunity last?

It’s hard to say at this point, but the WHO says that a minimum of six months would b… https://t.co/JyoTK6IvWa",,Twitter for iPhone,1,4,False
1347651784639193088,Clíodhna Cotter,"Dublin City, Ireland","Clinical Pharmacist / Special interests:
eHealth, ePharmacy, Med Rec/ Gaeilge /
Views my own",2017-01-25 21:19:04,273,873,1787,False,2021-01-08 21:09:58,Thank you to @HSELive @Pfizer_Ireland @ConnollyNursing and all who made this happen. Dose one of the… https://t.co/Cqa6UYCkKL,,Twitter for Android,1,63,False
1370709323697975304,Angelica,Australia,"Health care worker, climate change believer, thinks #AuspolSoCorrupt & #NotMyPM, mother of 3, loves dogs, tolerates cats, TBirds 💗 Strikers 💙 Matilda’s 💛💚",2019-10-28 00:32:05,235,435,13788,False,2021-03-13 12:12:23,@64Hyacinth Wtf Astra zeneca?? I note fckwit PM has had his #PfizerBiontech jab,['PfizerBiontech'],Twitter for Android,0,0,False
1343977405678030849,RightClick-Refresh,🇬🇧,keep my hands in my pants I’m a good ass nigga,2013-08-10 12:18:08,83,362,3367,False,2020-12-29 17:49:18,"I'll take Oxford vaccine, Pfizer is US made so no trust, it may end your subscription at the end of the year, but O… https://t.co/2AuvHToORp",,Twitter for Android,0,0,False
1365876953044017153,Mrs Young,Australia,Queen of the #EastwoodYoungFamily winging it down under 🇦🇺,2021-01-07 08:05:02,5,14,15,False,2021-02-28 04:10:17,Wondering why the #TGA approves it and the #FDA doesn't!? 🤔 #PfizerBioNTech #Facts #COVID19Vaccine https://t.co/KViAmKeMOL,"['TGA', 'FDA', 'PfizerBioNTech', 'Facts', 'COVID19Vaccine']",Twitter for Android,0,0,False
1405563970556096514,GK,Hyderabad,"#మనమాతృభాషతెలుగు  #TDPTwitter Retweets are not endorsements 
#MedTwitter #Paediatrics #Pediatrics",2018-04-23 06:02:20,1592,4550,27600,False,2021-06-17 16:32:19,"Kudos to #TeamBioNtech &amp; #Pfizer 

Thank You #PfizerBioNtech https://t.co/bELkyNYrGY https://t.co/WGglJN9Mzp","['TeamBioNtech', 'Pfizer', 'PfizerBioNtech']",Twitter Web App,0,0,False
1351664078775746561,Jack Handley,"Sydney, New South Wales","Not a social media person...but hey, here I am. so much going on in the world, my thumbs have to participate. Dislike arguments from authority and like evidence",2020-08-04 19:33:45,67,189,1774,False,2021-01-19 22:53:23,@GYamey. You blocked me for simply mentioning the fact that the benifit of vaccines are provided as a relative risk… https://t.co/cnzI1X9nmX,,Twitter for Android,0,0,False
1417126172383604740,NR,"Kuala Lumpur, Malaysia",PhD(Virology)/Academic(R)/RockefellerFdnFellow(NIAID)/GuestResearcher(NCID)/CosmopolitanCitizenOfDWorld!PASSIONATEAGAINSTINJUSTICE!RTsNotNecessarilyEndorsement!,2009-04-11 14:59:38,1791,1669,49536,False,2021-07-19 14:16:23,"Here we go: the story behind the #PfizerBioNTech mRNA vaccine!! Congratulations @kkariko!! 🤜🤛

https://t.co/Wzt4BkJ5rY",['PfizerBioNTech'],Twitter for Android,0,0,False
